id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1526479745185198080,1526479745185198080,2022-05-17 10:28:26 Hora de verano romance,2022-05-17,10:28:26,+0200,114739070,pdelapublicidad,Periódico PublicidAD,,Los perfiles tecnológicos más demandados en el futuro @TheBridge_Tech  https://t.co/j93jBWSLij,es,"[{'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}]",['https://lapublicidad.net/los-perfiles-tecnologicos-mas-demandados-en-el-futuro/'],[],0,2,1,[],[],https://twitter.com/PdelaPublicidad/status/1526479745185198080,False,,0,,,,,,,,[],,,,
1526133158743359488,1526133158743359488,2022-05-16 11:31:13 Hora de verano romance,2022-05-16,11:31:13,+0200,15993641,arey,Amalio A. Rey,,La 2da presentación-coloquio del #LibroIC en #Madrid será el J26Mayo(18:30) en @TheBridge_Tech con Tíscar Lara (@tiscar) y Mario López de Ávila (@nodosenlared)  +Información e inscripciones:  https://t.co/OVzv1SdR7x ¡¡Compártelo!!,es,"[{'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}, {'screen_name': 'tiscar', 'name': 'tíscar lara', 'id': '4628161'}, {'screen_name': 'nodosenlared', 'name': 'mario lopez de avila', 'id': '41545659'}]",['https://bit.ly/3LLF4IJ'],[],0,4,4,"['libroic', 'madrid']",[],https://twitter.com/arey/status/1526133158743359488,False,,0,,,,,,,,[],,,,
1525556372129169411,1525556372129169411,2022-05-14 21:19:17 Hora de verano romance,2022-05-14,21:19:17,+0200,50588675,alberto_blanco,Alberto Blanco,,"Sin desmerecer el espectáculo del 28 de mayo en Paris, el 26 a las 18:30 en Madrid, @arey presenta su #libroIC en @TheBridge_Tech Entradas aquí  https://t.co/4MM6HyxTrf",es,"[{'screen_name': 'arey', 'name': 'amalio a. rey', 'id': '15993641'}, {'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}]",['https://www.eventbrite.es/e/entradas-presentacion-el-libro-de-la-inteligencia-colectiva-327930176987?aff=ebdsoporgprofile'],[],0,0,1,['libroic'],[],https://twitter.com/Alberto_Blanco/status/1525556372129169411,False,,0,,,,,,,,[],,,,
1525051913317801984,1525051913317801984,2022-05-13 11:54:44 Hora de verano romance,2022-05-13,11:54:44,+0200,2907682397,graphext,graphext,,"Next week our CEO @victorianoi will be at @Thebridge_tech with @ikerarceseco to discuss the education sector 🎓 from a data-driven perspective. Join us online or at Paseo de Recoletos, 15, Madrid, to debate the challenges and opportunities the sector faces🚀",en,"[{'screen_name': 'victorianoi', 'name': 'victoriano izquierdo', 'id': '10977452'}, {'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}, {'screen_name': 'ikerarceseco', 'name': 'iker arce seco', 'id': '14645579'}]",[],[],0,0,2,[],[],https://twitter.com/graphext/status/1525051913317801984,False,https://twitter.com/TheBridge_Tech/status/1524053162323283968,0,,,,,,,,[],,,,
1525047381234003968,1524053162323283968,2022-05-13 11:36:44 Hora de verano romance,2022-05-13,11:36:44,+0200,577561266,apedreroes,Alberto Pedrero,,@TheBridge_Tech @ikerarceseco @victorianoi @graphext Hola @TheBridge_Tech. ¿Por qué es obligatorio dar el número de teléfono para un evento que es en línea?,es,"[{'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}]",[],[],0,0,0,[],[],https://twitter.com/apedreroes/status/1525047381234003968,False,,0,,,,,,,,"[{'screen_name': 'TheBridge_Tech', 'name': 'The Bridge', 'id': '1162694149956603904'}, {'screen_name': 'ikerarceseco', 'name': 'Iker Arce Seco', 'id': '14645579'}, {'screen_name': 'victorianoi', 'name': 'Victoriano Izquierdo', 'id': '10977452'}, {'screen_name': 'graphext', 'name': 'graphext', 'id': '2907682397'}]",,,,
1524795347352051712,1524795347352051712,2022-05-12 18:55:14 Hora de verano romance,2022-05-12,18:55:14,+0200,1162694149956603904,thebridge_tech,The Bridge,,"Descubre las posibilidades y misterios que oculta el #metaverso con @HavasGroupES 😎 Hablaremos de tipos de metaverso, estrategias de onboarding, casos reales... ¡Promete ser muy interesante! Próximo 19 de mayo a las 17.30h. Consigue tus entradas 🎟 https://t.co/KxeTH2ICpc",es,"[{'screen_name': 'havasgroupes', 'name': 'havas group españa', 'id': '44588740'}]",['https://bit.ly/3L9EHXn'],[],0,0,0,['metaverso'],[],https://twitter.com/TheBridge_Tech/status/1524795347352051712,False,,0,,,,,,,,[],,,,
1524738407603310594,1524738407603310594,2022-05-12 15:08:59 Hora de verano romance,2022-05-12,15:08:59,+0200,1162694149956603904,thebridge_tech,The Bridge,,"📻Los #bootcamps son para ""cualquier persona que quiera un empleo tecnológico de calidad"", como bien explican Inés García Clariana y @AmparoGalbis1 en ""La Tarde con Marina"" en @999plazaradio. Escucha la entrevista completa de nuestro equipo de #Valencia🔊 https://t.co/7HNlE0vpmO",es,"[{'screen_name': 'amparogalbis1', 'name': 'amparo galbis', 'id': '990906704824012800'}, {'screen_name': '999plazaradio', 'name': '99.9 plaza radio', 'id': '867297773829410816'}]",['https://bit.ly/39bKqi6'],[],0,0,0,"['bootcamps', 'valencia']",[],https://twitter.com/TheBridge_Tech/status/1524738407603310594,False,,0,,,,,,,,[],,,,
1524117624174653441,1524117624174653441,2022-05-10 22:02:12 Hora de verano romance,2022-05-10,22:02:12,+0200,1162694149956603904,thebridge_tech,The Bridge,,"👾 El caso #Pegasus, un ejemplo más de #ciberespionaje que pone en relevancia la necesidad de expertos en #ciberseguridad  Te contamos qués es 🕵️‍♀️ y para qué fue creado 👇  https://t.co/kyzgkQDZ8N",es,[],['https://bit.ly/3slFaPC'],[],0,0,0,"['pegasus', 'ciberespionaje', 'ciberseguridad']",[],https://twitter.com/TheBridge_Tech/status/1524117624174653441,False,,0,,,,,,,,[],,,,
1524053162323283968,1524053162323283968,2022-05-10 17:46:04 Hora de verano romance,2022-05-10,17:46:04,+0200,1162694149956603904,thebridge_tech,The Bridge,,¡”Let’s talk about education”! Os invitamos a la primera sesión del nuevo ciclo de conferencias sobre #educación @ikerarceseco y @victorianoi debatirán sobre los datos en el sector y descubriremos @graphext plataforma de #datascience no code. Entradas🎟  https://t.co/ksTzmzqqLQ,es,"[{'screen_name': 'ikerarceseco', 'name': 'iker arce seco', 'id': '14645579'}, {'screen_name': 'victorianoi', 'name': 'victoriano izquierdo', 'id': '10977452'}, {'screen_name': 'graphext', 'name': 'graphext', 'id': '2907682397'}]",['https://bit.ly/3smHK7R'],[],1,0,1,"['educación', 'datascience']",[],https://twitter.com/TheBridge_Tech/status/1524053162323283968,False,,0,,,,,,,,[],,,,
1523574457549623296,1523574457549623296,2022-05-09 10:03:51 Hora de verano romance,2022-05-09,10:03:51,+0200,1162694149956603904,thebridge_tech,The Bridge,,"¡Vamos con los talleres de mayo! Este mes tenemos un montón de #freeevents 👩‍💻Metaverso, OSINT, Sistemas de diseño UX/UI, un coloquio sobre educación ... ¡No esperes más y saca ya tu entrada! 🎟 https://t.co/Nlwg6cTDOa  https://t.co/zWjT1I2AER",es,[],['https://bit.ly/38frPl9'],['https://pbs.twimg.com/media/FSTR8NuXIAEvyh5.jpg'],0,0,0,['freeevents'],[],https://twitter.com/TheBridge_Tech/status/1523574457549623296,False,,1,https://pbs.twimg.com/media/FSTR8NuXIAEvyh5.jpg,,,,,,,[],,,,
1522231140656066561,1522231140656066561,2022-05-05 17:06:00 Hora de verano romance,2022-05-05,17:06:00,+0200,1162694149956603904,thebridge_tech,The Bridge,,👏🚀Lanzamos una nueva edición de las #becas Digital Talent Pipeline para cursar un #bootcamp en junio y septiembre ¿Quieres solicitar la tuya? Plazo hasta el 30 de mayo ¡Date prisa #digitaltalent! ➡ https://t.co/PXFR0q85F7  https://t.co/qwiGSm4WOI,es,[],['https://bit.ly/3LRiBKy'],['https://pbs.twimg.com/media/FR_eonJXsAAxox5.jpg'],0,1,0,"['becas', 'bootcamp', 'digitaltalent']",[],https://twitter.com/TheBridge_Tech/status/1522231140656066561,False,,1,https://pbs.twimg.com/media/FR_eonJXsAAxox5.jpg,,,,,,,[],,,,
1522114536286920704,1522114536286920704,2022-05-05 09:22:39 Hora de verano romance,2022-05-05,09:22:39,+0200,15993641,arey,Amalio A. Rey,,La 2da presentación del #LibroIC en #Madrid será el J26Mayo(18:30) en @TheBridge_Tech acompañados por  Tíscar Lara (@tiscar) y Mario López de Ávila (@nodosenlared) sobre impacto de la #IC en el diseño y gestión de las organizaciones. +Info/inscripciones:  https://t.co/OVzv1SdR7x,es,"[{'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}, {'screen_name': 'tiscar', 'name': 'tíscar lara', 'id': '4628161'}, {'screen_name': 'nodosenlared', 'name': 'mario lopez de avila', 'id': '41545659'}]",['https://bit.ly/3LLF4IJ'],[],0,2,4,"['libroic', 'madrid', 'ic']",[],https://twitter.com/arey/status/1522114536286920704,False,,0,,,,,,,,[],,,,
1521871017714589699,1521871017714589699,2022-05-04 17:15:00 Hora de verano romance,2022-05-04,17:15:00,+0200,1162694149956603904,thebridge_tech,The Bridge,,"🤩¿Quieres conocer el talento digital que llevas dentro? ¡Ven a nuestro Open Day y descúbrelo!   📅Viernes 20 de mayo 11.15h en Paseo de Recoletos 15, Madrid.  🎟Saca tus entradas👇👇 https://t.co/qq3WqsydKv",es,[],['https://bit.ly/3OXq0tr'],[],0,0,0,[],[],https://twitter.com/TheBridge_Tech/status/1521871017714589699,False,,0,,,,,,,,[],,,,
1519712433740386308,1519712433740386308,2022-04-28 18:17:33 Hora de verano romance,2022-04-28,18:17:33,+0200,2979740235,spaingeneration,Generation Spain,,"¡Gracias a todos por el día de hoy! 😍😍  De la mano de: @AccentureSpain , Bonus Studios, @Making_Science_ @SomosMiogroup , Silicon HR , y @TheBridge_Tech hemos podido acercar el futuro talento digital hacia el mundo laboral 🔝 🔝   #talent #empresas #marketing #BeGeneration  https://t.co/wLbzhtXb94",es,"[{'screen_name': 'accenturespain', 'name': 'accenture españa', 'id': '109316621'}, {'screen_name': 'making_science_', 'name': 'making science', 'id': '106118689'}, {'screen_name': 'somosmiogroup', 'name': 'somosmiogroup', 'id': '1379803017315299329'}, {'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}]",[],"['https://pbs.twimg.com/media/FRcaM5IWUAEt9j9.jpg', 'https://pbs.twimg.com/media/FRcaM5KXMAIL-Jz.jpg', 'https://pbs.twimg.com/media/FRcaM5IWYAE9fOQ.jpg', 'https://pbs.twimg.com/media/FRcaM6PXMAEERnK.jpg']",0,0,1,"['talent', 'empresas', 'marketing', 'begeneration']",[],https://twitter.com/spaingeneration/status/1519712433740386308,False,,1,https://pbs.twimg.com/media/FRcaM5IWUAEt9j9.jpg,,,,,,,[],,,,
1519706866703638529,1519706866703638529,2022-04-28 17:55:26 Hora de verano romance,2022-04-28,17:55:26,+0200,3294953441,jm_torralba_,Jose Maria Torralba,,En breve empezamos la charla sobre RV y Psicología! Todo ready! @TheBridge_Tech  https://t.co/lW3fvKhcGZ,es,"[{'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}]",[],['https://pbs.twimg.com/media/FRcVVWfXwAE5PER.jpg'],0,1,15,[],[],https://twitter.com/JM_Torralba_/status/1519706866703638529,False,,1,https://pbs.twimg.com/media/FRcVVWfXwAE5PER.jpg,,,,,,,[],,,,
1519432213061943303,1519432213061943303,2022-04-27 23:44:03 Hora de verano romance,2022-04-27,23:44:03,+0200,3294953441,jm_torralba_,Jose Maria Torralba,,Mañana estaré junto a @LucaMefisto en una mesa redonda en @TheBridge_Tech donde hablaremos de la relación que hay entre #psicologia y la #realidadvirtual. Pinta interesante!!…,es,"[{'screen_name': 'lucamefisto', 'name': 'luca mefisto', 'id': '301371727'}, {'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}]",[],[],0,1,6,"['psicologia', 'realidadvirtual']",[],https://twitter.com/JM_Torralba_/status/1519432213061943303,False,https://twitter.com/TheBridge_Tech/status/1517147713254526978,0,,,,,,,,[],,,,
1519359124219338752,1519359124219338752,2022-04-27 18:53:38 Hora de verano romance,2022-04-27,18:53:38,+0200,604485175,bertinha84,Berta Otero,,"Acabo de escuchar la charla de @kairos_ds en @TheBridge_Tech. Ahora que todo lo que tengo que aprender me abruma. Escuchar que si llego a la meta, me esperará una empresa así (ojalá), un equipo en el que se respire ese buen rollo y amor por el trabajo, me da fuerza para pelear",es,"[{'screen_name': 'kairos_ds', 'name': 'kairós ds', 'id': '4295874994'}, {'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}]",[],[],0,0,8,[],[],https://twitter.com/bertinha84/status/1519359124219338752,False,,0,,,,,,,,[],,,,
1519338659111178242,1519338364687765505,2022-04-27 17:32:18 Hora de verano romance,2022-04-27,17:32:18,+0200,53089020,gabinha,Gabiña,,@pmdr_1189 @TheBridge_Tech Lamentablemente,es,[],[],[],0,0,1,[],[],https://twitter.com/gabinha/status/1519338659111178242,False,,0,,,,,,,,"[{'screen_name': 'pmdr_1189', 'name': 'Paola D.', 'id': '35662075'}, {'screen_name': 'TheBridge_Tech', 'name': 'The Bridge', 'id': '1162694149956603904'}]",,,,
1519225678335459328,1519225678335459328,2022-04-27 10:03:22 Hora de verano romance,2022-04-27,10:03:22,+0200,431035304,irnmm,Irene M Morgado 🌿,,Esto es hoy!  Nos vemos en @TheBridge_Tech con @quierodata para hablar de crecimiento dentro de @kairos_ds 🧡,es,"[{'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}, {'screen_name': 'quierodata', 'name': 'inés huertas', 'id': '827646604509315072'}, {'screen_name': 'kairos_ds', 'name': 'kairós ds', 'id': '4295874994'}]",[],[],0,1,5,[],[],https://twitter.com/IrnMM/status/1519225678335459328,False,https://twitter.com/kairos_ds/status/1518967719516909568,0,,,,,,,,[],,,,
1519208638136602626,1518909298688077825,2022-04-27 08:55:39 Hora de verano romance,2022-04-27,08:55:39,+0200,1162694149956603904,thebridge_tech,The Bridge,,@burn_es Prueba de ello 📸🔥  https://t.co/7SWL2ionj3,es,[],[],"['https://pbs.twimg.com/media/FRVQIZ_XIAA04f9.jpg', 'https://pbs.twimg.com/media/FRVQKXEXoAALeMO.jpg']",0,1,2,[],[],https://twitter.com/TheBridge_Tech/status/1519208638136602626,False,,1,https://pbs.twimg.com/media/FRVQIZ_XIAA04f9.jpg,,,,,,,"[{'screen_name': 'burn_es', 'name': 'BURN España 🔥', 'id': '227327854'}]",,,,
1518967719516909568,1518967719516909568,2022-04-26 16:58:20 Hora de verano romance,2022-04-26,16:58:20,+0200,4295874994,kairos_ds,Kairós DS,,"Nuestra Head de Data &amp; IA @quierodata, estará mañana en las oficinas de @TheBridge_Tech, para hablar de las oportunidades de crecimiento profesional dentro de Kairós DS.🤩   @IrnMM la acompañará resolviendo cualquier duda sobre Kairós DS…   ¿Te veremos allí?🧡  #OrgulloKairós  https://t.co/0hUC9XkPxF",es,"[{'screen_name': 'quierodata', 'name': 'inés huertas', 'id': '827646604509315072'}, {'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}, {'screen_name': 'irnmm', 'name': 'irene m morgado 🌿', 'id': '431035304'}]",[],['https://pbs.twimg.com/media/FRR1Dd1X0AIxP0K.png'],0,5,7,['orgullokairós'],[],https://twitter.com/kairos_ds/status/1518967719516909568,False,,1,https://pbs.twimg.com/media/FRR1Dd1X0AIxP0K.png,,,,,,,[],,,,
1518963397701906433,1518963397701906433,2022-04-26 16:41:09 Hora de verano romance,2022-04-26,16:41:09,+0200,535255114,berrocalruben,Rubén Berrocal,,"Los compañeros de @TheBridge_Tech nos hablan de #softskills en IT, en #devspega junto a @flyncercom  El valor diferencial de todo profesional.  https://t.co/0On5h6N9hR",es,"[{'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}, {'screen_name': 'flyncercom', 'name': 'flyncer', 'id': '1379439155806150656'}]",[],['https://pbs.twimg.com/tweet_video_thumb/FRRxHllXIAU5uBV.jpg'],0,0,0,"['softskills', 'devspega']",[],https://twitter.com/BerrocalRuben/status/1518963397701906433,False,,1,https://pbs.twimg.com/tweet_video_thumb/FRRxHllXIAU5uBV.jpg,,,,,,,[],,,,
1518910838987501570,1518910838987501570,2022-04-26 13:12:18 Hora de verano romance,2022-04-26,13:12:18,+0200,1978768458,cogitivalencia,COGITI Valencia,,#ESTAPASANDO Talento y competencias digitales #SP22 Inés Garcia @TheBridge_Tech Enric Montesa @COEV_COM Leticia Gonzalvez Directora marketing @sesamehr_ La competencia digital demandada en las empresas no son las básicas que todos tenemos.  https://t.co/orPM5iTbPE,es,"[{'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}, {'screen_name': 'coev_com', 'name': 'economistas valencia', 'id': '864474346022199298'}, {'screen_name': 'sesamehr_', 'name': 'sesame hr', 'id': '3195111599'}]",[],['https://pbs.twimg.com/media/FRRBO19WUAEmO4F.jpg'],1,0,3,"['estapasando', 'sp22']",[],https://twitter.com/COGITIValencia/status/1518910838987501570,False,,1,https://pbs.twimg.com/media/FRRBO19WUAEmO4F.jpg,,,,,,,[],,,,
1518909298688077825,1518909298688077825,2022-04-26 13:06:11 Hora de verano romance,2022-04-26,13:06:11,+0200,227327854,burn_es,BURN España 🔥,,Tenemos que decir que el BURN Mondays de ayer con @TheBridge_Tech fue muy top! 🔝​❤️‍🔥,es,"[{'screen_name': 'thebridge_tech', 'name': 'the bridge', 'id': '1162694149956603904'}]",[],[],1,1,3,[],[],https://twitter.com/burn_es/status/1518909298688077825,False,,0,,,,,,,,[],,,,
